facet_id,facet_name,domain,description,rubric_1,rubric_2,rubric_3,rubric_4,rubric_5,is_turn_level,polarity,weight,requires_context,evaluable_from_text,score_direction,prompt_hint,chunk_group
sustainable_transport_usage,Sustainable-transport usage,health_lifestyle,Assesses the degree to which sustainable-transport usage is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Sustainable-transport usage] (domain: health_lifestyle): Assesses the degree to which sustainable-transport usage is expressed or observable in the conversat Rate 1-5.,3
hardworking,Hardworking,personality,Assesses the degree to which hardworking is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Hardworking] (domain: personality): Assesses the degree to which hardworking is expressed or observable in the conversation turn. Rate 1-5.,3
emotional_intelligence_measure_impulsiveness,Emotional-intelligence measure: Impulsiveness,emotion,Assesses the degree to which emotional-intelligence measure: impulsiveness is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [Emotional-intelligence measure: Impulsiveness] (domain: emotion): Assesses the degree to which emotional-intelligence measure: impulsiveness is expressed or observabl Rate 1-5.,3
dishonesty,Dishonesty,safety,Assesses the degree to which dishonesty is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,lower_is_better,1.0,False,True,low=good,Score [Dishonesty] (domain: safety): Assesses the degree to which dishonesty is expressed or observable in the conversation turn. Rate 1-5.,3
preferred_epistemology,Preferred epistemology,cognitive,Assesses the degree to which preferred epistemology is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Preferred epistemology] (domain: cognitive): Assesses the degree to which preferred epistemology is expressed or observable in the conversation t Rate 1-5.,3
memory_for_sounds,Memory for Sounds,linguistic,Assesses the degree to which memory for sounds is expressed or observable in the conversation turn.,Communication is severely unclear or incoherent.,Frequent issues noticeably impede understanding.,Adequate clarity; generally understandable.,Mostly clear and articulate with minor issues.,"Exceptionally clear, precise, and polished.",True,higher_is_better,1.0,False,True,high=good,Score [Memory for Sounds] (domain: linguistic): Assesses the degree to which memory for sounds is expressed or observable in the conversation turn. Rate 1-5.,3
sportsmanship_rating,Sportsmanship rating,personality,Assesses the degree to which sportsmanship rating is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Sportsmanship rating] (domain: personality): Assesses the degree to which sportsmanship rating is expressed or observable in the conversation tur Rate 1-5.,3
immaturity,Immaturity,safety,Assesses the degree to which immaturity is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,lower_is_better,1.0,False,True,low=good,Score [Immaturity] (domain: safety): Assesses the degree to which immaturity is expressed or observable in the conversation turn. Rate 1-5.,3
health_literacy_level,Health-literacy level,personality,Assesses the degree to which health-literacy level is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Health-literacy level] (domain: personality): Assesses the degree to which health-literacy level is expressed or observable in the conversation tu Rate 1-5.,3
estimating_calculations,Estimating Calculations,cognitive,Assesses the degree to which estimating calculations is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Estimating Calculations] (domain: cognitive): Assesses the degree to which estimating calculations is expressed or observable in the conversation  Rate 1-5.,3
depression_feelings_of_sadness_and_hopelessness,Depression: Feelings of sadness and hopelessness,emotion,Assesses the degree to which depression: feelings of sadness and hopelessness is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,lower_is_better,1.0,False,True,low=good,Score [Depression: Feelings of sadness and hopelessness] (domain: emotion): Assesses the degree to which depression: feelings of sadness and hopelessness is expressed or observ Rate 1-5.,3
synthesis_of_information,Synthesis of information,linguistic,Assesses the degree to which synthesis of information is expressed or observable in the conversation turn.,Communication is severely unclear or incoherent.,Frequent issues noticeably impede understanding.,Adequate clarity; generally understandable.,Mostly clear and articulate with minor issues.,"Exceptionally clear, precise, and polished.",True,higher_is_better,1.0,False,True,high=good,Score [Synthesis of information] (domain: linguistic): Assesses the degree to which synthesis of information is expressed or observable in the conversation Rate 1-5.,3
ethical_standards,Ethical standards,spiritual_values,Assesses the degree to which ethical standards is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Ethical standards] (domain: spiritual_values): Assesses the degree to which ethical standards is expressed or observable in the conversation turn. Rate 1-5.,3
high_spiritedness,High-spiritedness,emotion,Assesses the degree to which high-spiritedness is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [High-spiritedness] (domain: emotion): Assesses the degree to which high-spiritedness is expressed or observable in the conversation turn. Rate 1-5.,3
critical_reasoning,Critical reasoning,cognitive,Assesses the degree to which critical reasoning is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Critical reasoning] (domain: cognitive): Assesses the degree to which critical reasoning is expressed or observable in the conversation turn. Rate 1-5.,4
